listingId,item_name,restaurant,food_category,item_description
3970,Ultimate Cheese Lovers Pizza on Hand Tossed Crust; Large; Slice,Pizza Hut,Pizza,Ultimate Cheese Lovers Pizza w/ Creamy Garlic Parmesan Pizza Sauce; Cheese & Toasted Parmesan Crust Flavor on Hand Tossed Crust; 1 Slice; Pizza; Large Hand Tossed; Veggie
3971,Pepperoni Lovers Pizza on Original Stuffed Crust; Large; Slice,Pizza Hut,Pizza,Pepperoni Lovers Pizza w/ Classic Marinara Pizza Sauce; Cheese & Pepperoni on Original Stuffed Crust; 1 Slice; Pizza; Large Original Stuffed Crust; Meats
3972,Ultimate Cheese Lovers Pizza on Original Stuffed Crust; Large; Slice,Pizza Hut,Pizza,Ultimate Cheese Lovers Pizza w/ Creamy Garlic Parmesan Pizza Sauce; Cheese & Toasted Parmesan Crust Flavor on Original Stuffed Crust; 1 Slice; Pizza; Large Original Stuffed Crust; Veggie
3973,Pepperoni Lovers Pizza on Thin N Crispy Crust; Large; Slice,Pizza Hut,Pizza,Pepperoni Lovers Pizza w/ Classic Marinara Pizza Sauce; Cheese & Pepperoni on Thin N Crispy Crust; 1 Slice; Pizza; Large Thin N Crispy; Meats
3974,Ultimate Cheese Lovers Pizza on Thin N Crispy Crust; Large; Slice,Pizza Hut,Pizza,Ultimate Cheese Lovers Pizza w/ Creamy Garlic Parmesan Pizza Sauce; Cheese & Toasted Parmesan Crust Flavor on Thin N Crispy Crust; 1 Slice; Pizza; Large Thin N Crispy; Veggie
3975,Ultimate Cheese Lovers Pizza on Pan Crust; Personal; Slice,Pizza Hut,Pizza,Ultimate Cheese Lovers Pizza w/ Creamy Garlic Parmesan Pizza Sauce; Cheese & Toasted Parmesan Crust Flavor on Pan Crust; 1 Slice; Pizza; Personal Pan Pizza; Veggie
3976,Buffalo Chicken Pizza on Original Pan Crust; Medium; Slice,Pizza Hut,Pizza,Buffalo Chicken Pizza w/ Buffalo Pizza Sauce; Cheese; Red Onions; Grilled Chicken; Banana Peppers on Original Pan Crust; 1 Slice; Pizza; Medium Original Pan; Chicken
3977,Backyard BBQ Chicken Pizza on Original Pan Crust; Medium; Slice,Pizza Hut,Pizza,Backyard BBQ Chicken Pizza w/ Barbeque Pizza Sauce; Cheese; Applewood Smoked Bacon; Red Onions; Grilled Chicken on Original Pan Crust; 1 Slice; Pizza; Medium Original Pan; Chicken
3978,Buffalo Chicken Pizza on Thin N Crispy Crust; Medium; Slice,Pizza Hut,Pizza,Buffalo Chicken Pizza w/ Buffalo Pizza Sauce; Cheese; Red Onions; Grilled Chicken; Banana Peppers on Thin N Crispy Crust; 1 Slice; Pizza; Medium Thin N Crispy; Chicken
3979,Chicken Bacon Parmesan Pizza on Thin N Crispy Crust; Medium; Slice,Pizza Hut,Pizza,Chicken Bacon Parmesan Pizza w/ Creamy Garlic Parmesan Pizza Sauce; Cheese; Applewood Smoked Bacon; Roma Tomatoes; Grilled Chicken & Toasted Parmesan Crust Flavor on Thin N Crispy Crust; 1 Slice; Pizza; Medium Thin N Crispy; Chicken
3980,Backyard BBQ Chicken Pizza on Thin N Crispy Crust; Medium; Slice,Pizza Hut,Pizza,Backyard BBQ Chicken Pizza w/ Barbeque Pizza Sauce; Cheese; Applewood Smoked Bacon; Red Onions; Grilled Chicken on Thin N Crispy Crust; 1 Slice; Pizza; Medium Thin N Crispy; Chicken
3981,Chicken Bacon Parmesan Pizza on Hand Tossed Crust; Medium; Slice,Pizza Hut,Pizza,Chicken Bacon Parmesan Pizza w/ Creamy Garlic Parmesan Pizza Sauce; Cheese; Applewood Smoked Bacon; Roma Tomatoes; Grilled Chicken & Toasted Parmesan Crust Flavor on Hand Tossed Crust; 1 Slice; Pizza; Medium Hand Tossed; Chicken
3982,Backyard BBQ Chicken Pizza on Hand Tossed Crust; Medium; Slice,Pizza Hut,Pizza,Backyard BBQ Chicken Pizza w/ Barbeque Pizza Sauce; Cheese; Applewood Smoked Bacon; Red Onions; Grilled Chicken on Hand Tossed Crust; 1 Slice; Pizza; Medium Hand Tossed; Chicken
3983,Backyard BBQ Chicken Pizza on Original Pan Crust; Large; Slice,Pizza Hut,Pizza,Backyard BBQ Chicken Pizza w/ Barbeque Pizza Sauce; Cheese; Applewood Smoked Bacon; Red Onions; Grilled Chicken on Original Pan Crust; 1 Slice; Pizza; Large Original Pan; Chicken
3984,Chicken Bacon Parmesan Pizza on Original Stuffed Crust; Large; Slice,Pizza Hut,Pizza,Chicken Bacon Parmesan Pizza w/ Creamy Garlic Parmesan Pizza Sauce; Cheese; Applewood Smoked Bacon; Roma Tomatoes; Grilled Chicken & Toasted Parmesan Crust Flavor on Original Stuffed Crust; 1 Slice; Pizza; Large Original Stuffed Crust; Chicken
3985,Backyard BBQ Chicken Pizza on Original Stuffed Crust; Large; Slice,Pizza Hut,Pizza,Backyard BBQ Chicken Pizza w/ Barbeque Pizza Sauce; Cheese; Applewood Smoked Bacon; Red Onions; Grilled Chicken on Original Stuffed Crust; 1 Slice; Pizza; Large Original Stuffed Crust; Chicken
3986,Backyard BBQ Chicken Pizza on Hand Tossed Crust; Large; Slice,Pizza Hut,Pizza,Backyard BBQ Chicken Pizza w/ Barbeque Pizza Sauce; Cheese; Applewood Smoked Bacon; Red Onions; Grilled Chicken on Hand Tossed Crust; 1 Slice; Pizza; Large Hand Tossed; Chicken
3987,Chicken Bacon Parmesan Pizza on Thin N Crispy Crust; Large; Slice,Pizza Hut,Pizza,Chicken Bacon Parmesan Pizza w/ Creamy Garlic Parmesan Pizza Sauce; Cheese; Applewood Smoked Bacon; Roma Tomatoes; Grilled Chicken & Toasted Parmesan Crust Flavor on Thin N Crispy Crust; 1 Slice; Pizza; Large Thin N Crispy; Chicken
3988,Backyard BBQ Chicken Pizza on Thin N Crispy Crust; Large; Slice,Pizza Hut,Pizza,Backyard BBQ Chicken Pizza w/ Barbeque Pizza Sauce; Cheese; Applewood Smoked Bacon; Red Onions; Grilled Chicken on Thin N Crispy Crust; 1 Slice; Pizza; Large Thin N Crispy; Chicken
3989,Buffalo Chicken Pizza on Hand Tossed Crust; Large; Slice,Pizza Hut,Pizza,Buffalo Chicken Pizza w/ Buffalo Pizza Sauce; Cheese; Red Onions; Grilled Chicken; Banana Peppers on Hand Tossed Crust; 1 Slice; Pizza; Large Hand Tossed; Chicken
3990,Buffalo Chicken Pizza on Pan Crust; Personal; Slice,Pizza Hut,Pizza,Buffalo Chicken Pizza w/ Buffalo Pizza Sauce; Cheese; Red Onions; Grilled Chicken; Banana Peppers on Pan Crust; 1 Slice; Pizza; Personal Pan Pizza; Chicken
3991,Chicken Bacon Parmesan Pizza on Pan Crust; Personal; Slice,Pizza Hut,Pizza,Chicken Bacon Parmesan Pizza w/ Creamy Garlic Parmesan Pizza Sauce; Cheese; Applewood Smoked Bacon; Roma Tomatoes; Grilled Chicken & Toasted Parmesan Crust Flavor on Pan Crust; 1 Slice; Pizza; Personal Pan Pizza; Chicken
3992,Backyard BBQ Chicken Pizza on Pan Crust; Personal; Slice,Pizza Hut,Pizza,Backyard BBQ Chicken Pizza w/ Barbeque Pizza Sauce; Cheese; Applewood Smoked Bacon; Red Onions; Grilled Chicken on Pan Crust; 1 Slice; Pizza; Personal Pan Pizza; Chicken
3993,Supreme Pizza on Pan Crust; Personal; Slice,Pizza Hut,Pizza,Supreme Pizza w/ Classic Marinara Pizza Sauce; Cheese; Beef; Green Bell Peppers; Mushrooms; Red Onions; Pepperoni & Seasoned Pork on Pan Crust; 1 Slice; Pizza; Personal Pan Pizza; Popular Pizzas; Meats
3994,Ultimate Cheese Lovers Pizza on Original Pan Crust; Large; Slice,Pizza Hut,Pizza,Ultimate Cheese Lovers Pizza w/ Creamy Garlic Parmesan Pizza Sauce; Cheese & Toasted Parmesan Crust Flavor on Original Pan Crust; 1 Slice; Pizza; Large Original Pan; Veggie
3995,Pepperoni Lovers Pizza on Pan Crust; Personal; Slice,Pizza Hut,Pizza,Pepperoni Lovers Pizza w/ Classic Marinara Pizza Sauce; Cheese & Pepperoni on Pan Crust; 1 Slice; Pizza; Personal Pan Pizza; Meats
3996,Buffalo Chicken Pizza on Original Pan Crust; Large; Slice,Pizza Hut,Pizza,Buffalo Chicken Pizza w/ Buffalo Pizza Sauce; Cheese; Red Onions; Grilled Chicken; Banana Peppers on Original Pan Crust; 1 Slice; Pizza; Large Original Pan; Chicken
3997,Buffalo Chicken Pizza on Original Stuffed Crust; Large; Slice,Pizza Hut,Pizza,Buffalo Chicken Pizza w/ Buffalo Pizza Sauce; Cheese; Red Onions; Grilled Chicken; Banana Peppers on Original Stuffed Crust; 1 Slice; Pizza; Large Original Stuffed Crust; Chicken
3998,Cheese Pizza on Udis Gluten Free Crust; Slice,Pizza Hut,Pizza,Cheese Pizza w/ Classic Marinara Pizza Sauce & Cheese; 1 Slice; Pizza; Gluten Free; Popular Pizzas
3999,Meat Lovers Pizza on Udis Gluten Free Crust; Slice,Pizza Hut,Pizza,Meat Lovers Pizza w/ Classic Marinara Pizza Sauce; Cheese; Applewood Smoked Bacon; Beef; Italian Sausage; Pepperoni; Seasoned Pork & Ham on Udis Gluten Free Crust; 1 Slice; Pizza; Gluten Free; Popular Pizzas; Meats
4000,Pepperoni Pizza on Udis Gluten Free Crust; Slice,Pizza Hut,Pizza,Pepperoni Pizza w/ Cheese; Classic Marinara Pizza Sauce & Pepperoni on Udis Gluten Free Crust; 1 Slice; Pizza; Gluten Free; Popular Pizzas
4001,Supreme Pizza on Udis Gluten Free Crust; Slice,Pizza Hut,Pizza,Supreme Pizza w/ Classic Marinara Pizza Sauce; Cheese; Beef; Green Bell Peppers; Mushrooms; Red Onions; Pepperoni & Seasoned Pork on Udis Gluten Free Crust; 1 Slice; Pizza; Gluten Free; Popular Pizzas; Meats
4002,Veggie Lovers Pizza on Udis Gluten Free Crust; Slice,Pizza Hut,Pizza,Veggie Lovers Pizza w/ Classic Marinara Pizza Sauce; Cheese; Roma Tomatoes; Green Bell Peppers; Mushrooms; Red Onions & Black Olives on Udis Gluten Free Crust; 1 Slice; Pizza; Gluten Free; Veggie
4003,Cheese Pizza on Hand Tossed Crust; Large; Slice,Pizza Hut,Pizza,Cheese Pizza w/ Classic Marinara Pizza Sauce; Cheese & Garlic Buttery Blend Crust Flavor on Hand Tossed Crust; 1 Slice; Pizza; Large Hand Tossed; Popular Pizzas
4004,Chicken Bacon Parmesan Pizza on Hand Tossed Crust; Large; Slice,Pizza Hut,Pizza,Chicken Bacon Parmesan Pizza w/ Creamy Garlic Parmesan Pizza Sauce; Cheese; Applewood Smoked Bacon; Roma Tomatoes; Grilled Chicken & Toasted Parmesan Crust Flavor on Hand Tossed Crust; 1 Slice; Pizza; Large Hand Tossed; Chicken
4005,Hawaiian Chicken Pizza on Hand Tossed Crust; Large; Slice,Pizza Hut,Pizza,Hawaiian Chicken Pizza w/ Classic Marinara Pizza Sauce; Cheese; Green Bell Peppers; Grilled Chicken; Ham; Pineapple & Garlic Buttery Blend Crust Flavor on Hand Tossed Crust; 1 Slice; Pizza; Large Hand Tossed; Chicken
4006,Cheese Pizza on Original Pan Crust; Large; Slice,Pizza Hut,Pizza,Cheese Pizza w/ Classic Marinara Pizza Sauce & Cheese on Original Pan Crust; 1 Slice; Pizza; Large Original Pan; Popular Pizzas
4007,Chicken Bacon Parmesan Pizza on Original Pan Crust; Large; Slice,Pizza Hut,Pizza,Chicken Bacon Parmesan Pizza w/ Creamy Garlic Parmesan Pizza Sauce; Cheese; Applewood Smoked Bacon; Roma Tomatoes; Grilled Chicken & Toasted Parmesan Crust Flavor on Original Pan Crust; 1 Slice; Pizza; Large Original Pan; Chicken
4008,Hawaiian Chicken Pizza on Original Pan Crust; Large; Slice,Pizza Hut,Pizza,Hawaiian Chicken Pizza w/ Classic Marinara Pizza Sauce; Cheese; Green Bell Peppers; Grilled Chicken; Ham & Pineapple on Original Pan Crust; 1 Slice; Pizza; Large Original Pan; Chicken
4009,Cheese Pizza on Original Stuffed Crust; Large; Slice,Pizza Hut,Pizza,Cheese Pizza w/ Classic Marinara Pizza Sauce; Cheese & Buttery Blend Crust Flavor on Original Stuffed Crust; 1 Slice; Pizza; Large Original Stuffed Crust; Popular Pizzas
4010,Hawaiian Chicken Pizza on Original Stuffed Crust; Large; Slice,Pizza Hut,Pizza,Hawaiian Chicken Pizza w/ Classic Marinara Pizza Sauce; Cheese; Green Bell Peppers; Grilled Chicken; Ham & Pineapple on Original Stuffed Crust; 1 Slice; Pizza; Large Original Stuffed Crust; Chicken
4011,Buffalo Chicken Pizza on Thin N Crispy Crust; Large; Slice,Pizza Hut,Pizza,Buffalo Chicken Pizza w/ Buffalo Pizza Sauce; Cheese; Red Onions; Grilled Chicken; Banana Peppers on Thin N Crispy Crust; 1 Slice; Pizza; Large Thin N Crispy; Chicken
4012,Cheese Pizza on Thin N Crispy Crust; Large; Slice,Pizza Hut,Pizza,Cheese Pizza w/ Classic Marinara Pizza Sauce & Cheese on Thin N Crispy Crust; 1 Slice; Pizza; Large Thin N Crispy; Popular Pizzas
4013,Hawaiian Chicken Pizza on Thin N Crispy Crust; Large; Slice,Pizza Hut,Pizza,Hawaiian Chicken Pizza w/ Classic Marinara Pizza Sauce; Cheese; Green Bell Peppers; Grilled Chicken; Ham & Pineapple on Thin N Crispy Crust; 1 Slice; Pizza; Large Thin N Crispy; Chicken
4014,Buffalo Chicken Pizza on Hand Tossed Crust; Medium; Slice,Pizza Hut,Pizza,Buffalo Chicken Pizza w/ Buffalo Pizza Sauce; Cheese; Red Onions; Grilled Chicken; Banana Peppers on Hand Tossed Crust; 1 Slice; Pizza; Medium Hand Tossed; Chicken
4015,Cheese Pizza on Hand Tossed Crust; Medium; Slice,Pizza Hut,Pizza,Cheese Pizza w/ Classic Marinara Pizza Sauce; Cheese & Garlic Buttery Blend Crust Flavor on Hand Tossed Crust; 1 Slice; Pizza; Medium Hand Tossed; Popular Pizzas
4016,Hawaiian Chicken Pizza on Original Pan Crust; Medium; Slice,Pizza Hut,Pizza,Hawaiian Chicken Pizza w/ Classic Marinara Pizza Sauce; Cheese; Green Bell Peppers; Grilled Chicken; Ham & Pineapple on Original Pan Crust; 1 Slice; Pizza; Medium Original Pan; Chicken
4017,Cheese Pizza on Thin N Crispy Crust; Medium; Slice,Pizza Hut,Pizza,Cheese Pizza w/ Classic Marinara Pizza Sauce & Cheese on Thin N Crispy Crust; 1 Slice; Pizza; Medium Thin N Crispy; Popular Pizzas
4018,Hawaiian Chicken Pizza on Thin N Crispy Crust; Medium; Slice,Pizza Hut,Pizza,Hawaiian Chicken Pizza w/ Classic Marinara Pizza Sauce; Cheese; Green Bell Peppers; Grilled Chicken; Ham & Pineapple on Thin N Crispy Crust; 1 Slice; Pizza; Medium Thin N Crispy; Chicken
4019,Hawaiian Chicken Pizza on Pan Crust; Personal; Slice,Pizza Hut,Pizza,Hawaiian Chicken Pizza w/ Classic Marinara Pizza Sauce; Cheese; Green Bell Peppers; Grilled Chicken; Ham & Pineapple on Pan Crust; 1 Slice; Pizza; Personal Pan Pizza; Chicken
4020,Pepperoni Lovers Pizza on Udis Gluten Free Crust; Slice,Pizza Hut,Pizza,Pepperoni Lovers Pizza w/ Classic Marinara Pizza Sauce; Cheese & Pepperoni on Udis Gluten Free Crust; 1 Slice; Pizza; Gluten Free; Meats
4021,Hawaiian Chicken Pizza on Hand Tossed Crust; Medium; Slice,Pizza Hut,Pizza,Hawaiian Chicken Pizza w/ Classic Marinara Pizza Sauce; Cheese; Green Bell Peppers; Grilled Chicken; Ham; Pineapple & Garlic Buttery Blend Crust Flavor on Hand Tossed Crust; 1 Slice; Pizza; Medium Hand Tossed; Chicken
4022,Cheese Pizza on Original Pan Crust; Medium; Slice,Pizza Hut,Pizza,Cheese Pizza w/ Classic Marinara Pizza Sauce & Cheese on Original Pan Crust; 1 Slice; Pizza; Medium Original Pan; Popular Pizzas
4023,Chicken Bacon Parmesan Pizza on Original Pan Crust; Medium; Slice,Pizza Hut,Pizza,Chicken Bacon Parmesan Pizza w/ Creamy Garlic Parmesan Pizza Sauce; Cheese; Applewood Smoked Bacon; Roma Tomatoes; Grilled Chicken & Toasted Parmesan Crust Flavor on Original Pan Crust; 1 Slice; Pizza; Medium Original Pan; Chicken
4024,Pepperoni Lovers Pizza on Original Pan Crust; Large; Slice,Pizza Hut,Pizza,Pepperoni Lovers Pizza w/ Classic Marinara Pizza Sauce; Cheese & Pepperoni on Original Pan Crust; 1 Slice; Pizza; Large Original Pan; Meats
4025,Super Supreme Pizza on Hand Tossed Crust; Large; Slice,Pizza Hut,Pizza,Super Supreme Pizza w/ Classic Marinara Pizza Sauce; Cheese; Beef; Green Bell Peppers; Mushrooms; Red Onions; Pepperoni; Seasoned Pork & Buttery Blend Crust Flavor on Hand Tossed Crust; Pizza; Large Hand Tossed; Popular Pizzas; Meat
4026,Super Supreme Pizza on Thin N Crispy Crust; Large; Slice,Pizza Hut,Pizza,Super Supreme Pizza w/ Classic Marinara Pizza Sauce; Cheese; Beef; Green Bell Peppers; Mushrooms; Red Onions; Pepperoni & Seasoned Pork on Thin N Crispy Crust; 1 Slice; Pizza; Large Thin N Crispy; Popular Pizzas; Meat
4027,Super Supreme Pizza on Hand Tossed Crust; Medium; Slice,Pizza Hut,Pizza,Super Supreme Pizza w/ Classic Marinara Pizza Sauce; Cheese; Beef; Green Bell Peppers; Mushrooms; Red Onions; Pepperoni; Seasoned Pork & Buttery Blend Crust Flavor on Hand Tossed Crust; 1 Slice; Pizza; Medium Hand Tossed; Popular Pizzas; Meat
4028,Super Supreme Pizza on Thin N Crispy Crust; Medium; Slice,Pizza Hut,Pizza,Super Supreme Pizza w/ Classic Marinara Pizza Sauce; Cheese; Beef; Green Bell Peppers; Mushrooms; Red Onions; Pepperoni & Seasoned Pork on Thin N Crispy Crust; 1 Slice; Pizza; Medium Thin N Crispy; Popular Pizzas; Meat
4029,Super Supreme Pizza on Original Pan Crust; Large; Slice,Pizza Hut,Pizza,Super Supreme Pizza w/ Classic Marinara Pizza Sauce; Cheese; Beef; Green Bell Peppers; Mushrooms; Red Onions; Pepperoni & Seasoned Pork on Original Pan Crust; Pizza; Large Original Pan; Popular Pizzas; Meats
4030,Super Supreme Pizza on Original Pan Crust; Medium; Slice,Pizza Hut,Pizza,Supreme Pizza w/ Classic Marinara Pizza Sauce; Cheese; Beef; Green Bell Peppers; Mushrooms; Red Onions; Pepperoni & Seasoned Pork on Original Pan Crust; 1 Slice; Pizza; Medium Original Pan; Meats
4031,Super Supreme Pizza on Original Stuffed Crust; Large; Slice,Pizza Hut,Pizza,Supreme Pizza w/ Classic Marinara Pizza Sauce; Cheese; Beef; Green Bell Peppers; Mushrooms; Red Onions; Pepperoni; Seasoned Pork & Buttery Blend Crust Flavor on Original Stuffed Crust; 1 Slice; Pizza; Large Original Stuffed Crust; Popular Pizzas; Meat
4032,Backyard BBQ Chicken on Small Hand Tossed Crust; Slice,Pizza Hut,Pizza,Backyard BBQ Chicken on Small Hand Tossed Crust; Slice; Small Hand Tossed Slices
4033,Buffalo Chicken on Small Hand Tossed Crust; Slice,Pizza Hut,Pizza,Buffalo Chicken on Small Hand Tossed Crust; Slice; Small Hand Tossed Slices
4034,Chicken Bacon Parmesan on Small Hand Tossed Crust; Slice,Pizza Hut,Pizza,Chicken Bacon Parmesan on Small Hand Tossed Crust; Slice; Small Hand Tossed Slices
4035,Hawaiian Chicken on Small Hand Tossed Crust; Slice,Pizza Hut,Pizza,Hawaiian Chicken on Small Hand Tossed Crust; Slice; Small Hand Tossed Slices
4036,Meat Lover's on Small Hand Tossed Crust; Slice,Pizza Hut,Pizza,Meat Lover's on Small Hand Tossed Crust; Slice; Small Hand Tossed Slices
4037,Pepperoni on Small Hand Tossed Crust; Slice,Pizza Hut,Pizza,Pepperoni on Small Hand Tossed Crust; Slice; Small Hand Tossed Slices
4038,Pepperoni Lover's on Small Hand Tossed Crust; Slice,Pizza Hut,Pizza,Pepperoni Lover's on Small Hand Tossed Crust; Slice; Small Hand Tossed Slices
4039,Supreme on Small Hand Tossed Crust; Slice,Pizza Hut,Pizza,Supreme on Small Hand Tossed Crust; Slice; Small Hand Tossed Slices
4040,Ultimate Cheese Lover's on Small Hand Tossed Crust; Slice,Pizza Hut,Pizza,Ultimate Cheese Lover's on Small Hand Tossed Crust; Slice; Small Hand Tossed Slices
4041,Veggie Lover's on Small Hand Tossed Crust; Slice,Pizza Hut,Pizza,Veggie Lover's on Small Hand Tossed Crust; Slice; Small Hand Tossed Slices
4042,Backyard BBQ Chicken on Small Thin 'N Crispy Crust; Slice,Pizza Hut,Pizza,Backyard BBQ Chicken on Small Thin 'N Crispy Crust; Slice; Small Thin 'N Crispy Slices
4043,Buffalo Chicken on Small Thin 'N Crispy Crust; Slice,Pizza Hut,Pizza,Buffalo Chicken on Small Thin 'N Crispy Crust; Slice; Small Thin 'N Crispy Slices
4044,Cheese Pizza on Small Thin 'N Crispy Crust; Slice,Pizza Hut,Pizza,Cheese Pizza on Small Thin 'N Crispy Crust; Slice; Small Thin 'N Crispy Slices
4045,Chicken Bacon Parmesan on Small Thin 'N Crispy Crust; Slice,Pizza Hut,Pizza,Chicken Bacon Parmesan on Small Thin 'N Crispy Crust; Slice; Small Thin 'N Crispy Slices
4046,Hawaiian Chicken on Small Thin 'N Crispy Crust; Slice,Pizza Hut,Pizza,Hawaiian Chicken on Small Thin 'N Crispy Crust; Slice; Small Thin 'N Crispy Slices
4047,Meat Lover's on Small Thin 'N Crispy Crust; Slice,Pizza Hut,Pizza,Meat Lover's on Small Thin 'N Crispy Crust; Slice; Small Thin 'N Crispy Slices
4048,Pepperoni on Small Thin 'N Crispy Crust; Slice,Pizza Hut,Pizza,Pepperoni on Small Thin 'N Crispy Crust; Slice; Small Thin 'N Crispy Slices
4049,Pepperoni Lover's on Small Thin 'N Crispy Crust; Slice,Pizza Hut,Pizza,Pepperoni Lover's on Small Thin 'N Crispy Crust; Slice; Small Thin 'N Crispy Slices
4050,Supreme on Small Thin 'N Crispy Crust; Slice,Pizza Hut,Pizza,Supreme on Small Thin 'N Crispy Crust; Slice; Small Thin 'N Crispy Slices
4051,Ultimate Cheese Lover's on Small Thin 'N Crispy Crust; Slice,Pizza Hut,Pizza,Ultimate Cheese Lover's on Small Thin 'N Crispy Crust; Slice; Small Thin 'N Crispy Slices
4052,Veggie Lover's on Small Thin 'N Crispy Crust; Slice,Pizza Hut,Pizza,Veggie Lover's on Small Thin 'N Crispy Crust; Slice; Small Thin 'N Crispy Slices
4053,Backyard BBQ Chicken; Rectangle Slice,Pizza Hut,Pizza,Backyard BBQ Chicken; Rectangle Slice; Rectangle Slices
4054,Buffalo Chicken; Rectangle Slice,Pizza Hut,Pizza,Buffalo Chicken; Rectangle Slice; Rectangle Slices
4055,Cheese; Rectangle Slice,Pizza Hut,Pizza,Cheese; Rectangle Slice; Rectangle Slices
4056,Chicken Bacon Parmesan; Rectangle Slice,Pizza Hut,Pizza,Chicken Bacon Parmesan; Rectangle Slice; Rectangle Slices
4057,Hawaiian Chicken; Rectangle Slice,Pizza Hut,Pizza,Hawaiian Chicken; Rectangle Slice; Rectangle Slices
4058,Meat Lover's; Rectangle Slice,Pizza Hut,Pizza,Meat Lover's; Rectangle Slice; Rectangle Slices
4059,Pepperoni; Rectangle Slice,Pizza Hut,Pizza,Pepperoni; Rectangle Slice; Rectangle Slices
4060,Pepperoni Lover's; Rectangle Slice,Pizza Hut,Pizza,Pepperoni Lover's; Rectangle Slice; Rectangle Slices
4061,Supreme; Rectangle Slice,Pizza Hut,Pizza,Supreme; Rectangle Slice; Rectangle Slices
4062,Ultimate Cheese Lover's; Rectangle Slice,Pizza Hut,Pizza,Ultimate Cheese Lover's; Rectangle Slice; Rectangle Slices
4063,Veggie Lover's; Rectangle Slice,Pizza Hut,Pizza,Veggie Lover's; Rectangle Slice; Rectangle Slices
4064,"Backyard BBQ Chicken; 18"" Slice",Pizza Hut,Pizza,"Backyard BBQ Chicken; 18"" Slice; 18"" Slices"
4065,"Buffalo Chicken; 18"" Slice",Pizza Hut,Pizza,"Buffalo Chicken; 18"" Slice; 18"" Slices"
4066,"Cheese & Mushroom; 18"" Slice",Pizza Hut,Pizza,"Cheese & Mushroom; 18"" Slice; 18"" Slices"
4067,"Cheese; 18"" Slice",Pizza Hut,Pizza,"Cheese; 18"" Slice; 18"" Slices"
4068,"Chicken Bacon Parmesan; 18"" Slice",Pizza Hut,Pizza,"Chicken Bacon Parmesan; 18"" Slice; 18"" Slices"
4069,"Four Pepper Pepperoni; 18"" Slice",Pizza Hut,Pizza,"Four Pepper Pepperoni; 18"" Slice; 18"" Slices"
4070,"Hawaiian Chicken; 18"" Slice",Pizza Hut,Pizza,"Hawaiian Chicken; 18"" Slice; 18"" Slices"
4071,"Italian Sausage; 18"" Slice",Pizza Hut,Pizza,"Italian Sausage; 18"" Slice; 18"" Slices"
4072,"Meat Lover's; 18"" Slice",Pizza Hut,Pizza,"Meat Lover's; 18"" Slice; 18"" Slices"
4073,"Pepperoni; 18"" Slice",Pizza Hut,Pizza,"Pepperoni; 18"" Slice; 18"" Slices"
4074,"Pepperoni Lover's; 18"" Slice",Pizza Hut,Pizza,"Pepperoni Lover's; 18"" Slice; 18"" Slices"
4075,"Supreme; 18"" Slice",Pizza Hut,Pizza,"Supreme; 18"" Slice; 18"" Slices"
4076,"Triple Meat Italiano; 18"" Slice",Pizza Hut,Pizza,"Triple Meat Italiano; 18"" Slice; 18"" Slices"
4077,"Ultimate Cheese Lover's; 18"" Slice",Pizza Hut,Pizza,"Ultimate Cheese Lover's; 18"" Slice; 18"" Slices"
4078,"Veggie Lover's; 18"" Slice",Pizza Hut,Pizza,"Veggie Lover's; 18"" Slice; 18"" Slices"
4079,Cavatini Meat Lover's w/ Garlic Bread,Pizza Hut,Entrees,Cavatini Meat Lover's w/ Garlic Bread; Individual Pasta
4080,Cavatini Meat Sauce w/ Garlic Bread,Pizza Hut,Entrees,Cavatini Meat Sauce w/ Garlic Bread; Individual Pasta
4081,Cavatini Supreme w/ Garlic Bread,Pizza Hut,Entrees,Cavatini Supreme w/ Garlic Bread; Individual Pasta
4082,Cavatini Veggie Lover's w/ Garlic Bread,Pizza Hut,Entrees,Cavatini Veggie Lover's w/ Garlic Bread; Individual Pasta
4083,Chicken Milano Bake w/ Garlic Bread,Pizza Hut,Entrees,Chicken Milano Bake w/ Garlic Bread; Individual Pasta
4084,Creamy Chicken Alfredo Bake w/ Garlic Bread,Pizza Hut,Entrees,Creamy Chicken Alfredo Bake w/ Garlic Bread; Individual Pasta
4085,Meaty Marinara Bake w/ Garlic Bread,Pizza Hut,Entrees,Meaty Marinara Bake w/ Garlic Bread; Individual Pasta
4086,Meaty Marinara Bake w/ Roasted Vegetables w/ Garlic Bread,Pizza Hut,Entrees,Meaty Marinara Bake w/ Roasted Vegetables w/ Garlic Bread; Individual Pasta
4087,Sausage Italiano Bake w/ Garlic Bread,Pizza Hut,Entrees,Sausage Italiano Bake w/ Garlic Bread; Individual Pasta
4088,Sausage Italiano Bake w/ Roasted Vegetables w/ Garlic Bread,Pizza Hut,Entrees,Sausage Italiano Bake w/ Roasted Vegetables w/ Garlic Bread; Individual Pasta
4089,Sauteed Bacon Carbonara w/ Garlic Bread,Pizza Hut,Entrees,Sauteed Bacon Carbonara w/ Garlic Bread; Individual Pasta
4090,Sauteed Chicken Alfredo w/ Garlic Bread,Pizza Hut,Entrees,Sauteed Chicken Alfredo w/ Garlic Bread; Individual Pasta
4091,Sauteed Chicken Florentine w/ Garlic Bread,Pizza Hut,Entrees,Sauteed Chicken Florentine w/ Garlic Bread; Individual Pasta
